CouncilDistrictCode,Neighborhood,YearBuilt_20,YearBuilt_10,NumberofFloors,NumberOfPropertyUseTypes,PropertyGFATotal,OfficeRatio,OtherRatio,ParkingRatio,RecreationRatio,ResidenceRatio,RestaurantRatio,SchoolRatio,StoreRatio,WarehouseRatio,ENERGYSTARScore,ElectricityRatio,SteamUseRatio,SiteEUI,SiteEnergyUse,TotalGHGEmissions,GHGEmissionsIntensity,SiteEUI_bins,GHGEmissionsIntensity_bins
4,NORTHEAST,2000,2000,2,2,97244.0,0.9491588169964214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05084118300357863,,0.8562400293875521,0.0,167.8000031,16319835.0,222.02,2.31,"(14453105.0, 48406556.0]","(2.17, 3.565]"
2,GREATER DUWAMISH,1940,1950,1,1,68359.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5594217971788802,0.0,109.4000015,7475577.5,204.08,3.03,"(5236178.25, 8141155.5]","(2.17, 3.565]"
2,GREATER DUWAMISH,1940,1950,1,2,54765.0,0.4704647128640555,0.45649593718615905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8391786793975929,0.0,83.80000305,4253369.5,61.21,1.12,"(3518459.5, 5236178.25]","(0.835, 1.17]"
7,MAGNOLIA / QUEEN ANNE,1980,1980,2,1,52611.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.6022225857668864,0.0,78.30000305,4116871.5,104.26,1.98,"(3518459.5, 5236178.25]","(1.51, 2.17]"
5,NORTH,2000,2010,2,2,238550.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,96.0,0.5732353509103082,0.0,35.0,8355988.5,222.78,0.94,"(8141155.5, 14453105.0]","(0.835, 1.17]"
3,CENTRAL,1960,1970,6,2,250981.0,0.0,0.8603121351815476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6238669798113482,0.3317490838988043,60.5,13071700.0,422.39,1.68,"(8141155.5, 14453105.0]","(1.51, 2.17]"
2,GREATER DUWAMISH,2000,2000,3,3,64015.0,0.6094665312817309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23432008123096149,21.0,0.8196540012033949,0.0,60.0,3242077.75,49.58,0.77,"(2502106.0, 3518459.5]","(0.6, 0.835]"
5,NORTH,1940,1950,1,2,530039.0,0.0,0.0,0.0,0.0,0.0,0.047045594758121576,0.0,0.9529544052418785,0.0,98.0,0.5853631019827014,0.0,52.29999924,27717034.0,723.47,1.36,"(14453105.0, 48406556.0]","(1.17, 1.51]"
5,NORTH,1960,1960,3,1,54224.0,0.0,0.8669961640601948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4603916105014908,0.0,154.5,7265178.0,231.53,4.27,"(5236178.25, 8141155.5]","(3.565, 16.99]"
5,NORTH,1960,1960,4,1,124342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9811648517797688,0.0,76.0,0.9871826052951536,0.0,71.90000153,8765978.0,66.3,0.53,"(8141155.5, 14453105.0]","(0.42, 0.6]"
5,NORTHWEST,1980,1990,3,3,55442.0,0.6724144150643916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.5826424355575318,0.0,85.59999847,3191228.25,83.7,1.51,"(2502106.0, 3518459.5]","(1.17, 1.51]"
3,EAST,1900,1910,5,1,85521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.34933298325362594,0.0,16.20000076,1381590.125,51.11,0.6,"(1377878.625, 1841154.25]","(0.42, 0.6]"
5,NORTHWEST,1960,1970,2,1,694072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9614780599130925,0.0,0.0,,0.93199913383353,0.0,53.79999924,35891484.0,362.82,0.52,"(14453105.0, 48406556.0]","(0.42, 0.6]"
2,GREATER DUWAMISH,1900,1900,4,1,114297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,0.43449168020869505,0.0,18.39999962,2100097.75,69.44,0.61,"(1841154.25, 2502106.0]","(0.6, 0.835]"
2,GREATER DUWAMISH,1920,1930,1,1,234144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,87.0,0.19524838467705477,0.0,28.79999924,6744317.0,297.43,1.27,"(5236178.25, 8141155.5]","(1.17, 1.51]"
1,DELRIDGE,1960,1960,1,1,65425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0,0.8877119617293946,0.0,45.0,2944296.25,35.78,0.55,"(2502106.0, 3518459.5]","(0.42, 0.6]"
